Code,Occupation,National Shortage Rating,New South Wales Shortage Rating,Victoria Shortage Rating,Queensland Shortage Rating,South Australia Shortage Rating,Western Australia Shortage Rating,Tasmania Shortage Rating,Northern Territory Shortage Rating,Australian Capital Territory Shortage Rating,Skill Level
451513,Herbalist (Western),No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
451611,Tourist Information Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
451612,Travel Consultant,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
451711,Flight Attendant,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Shortage,3
451799,Travel Attendants nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
451811,Civil Celebrant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
451814,Body Artist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
451815,First Aid Trainer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
451816,Religious Assistant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
451899,Personal Service Workers nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
452111,Fitness Instructor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
452211,Bungy Jump Master,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
452212,Fishing Guide,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452213,Hunting Guide,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452214,Mountain or Glacier Guide,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
452215,Outdoor Adventure Instructor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
452216,Trekking Guide,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452217,Whitewater Rafting Guide,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452299,Outdoor Adventure Guides nec,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,No shortage,3
452311,Diving Instructor (Open Water),No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452312,Gymnastics Coach or Instructor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
452313,Horse Riding Coach or Instructor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452314,Snowsport Instructor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452315,Swimming Coach or Instructor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
452316,Tennis Coach,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
452317,Other Sports Coach or Instructor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
452318,Dog and Horse Racing Official,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452321,Sports Development Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
452322,Sports Umpire,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452323,Other Sports Official,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452413,Jockey,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
452414,Lifeguard,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
511111,Contract Administrator,No shortage,No shortage,No shortage,No shortage,Shortage,Shortage,No shortage,No shortage,No shortage,2
511112,Program or Project Administrator,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,Shortage,No shortage,2
512111,Office Manager,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
512211,Health Practice Manager,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
512299,Practice Managers nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
521111,Personal Assistant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
521211,Secretary (General),No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
521212,Legal Secretary,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
531111,General Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
532111,Data Entry Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
532112,Machine Shorthand Reporter,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
532113,Word Processing Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
541111,Call or Contact Centre Team Leader,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
541112,Call or Contact Centre Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
541211,Information Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
542111,Receptionist (General),No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
542112,Admissions Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
542113,Hotel or Motel Receptionist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
542114,Medical Receptionist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
551111,Accounts Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
551112,Cost Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
551211,Bookkeeper,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
551311,Payroll Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
552111,Bank Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
552211,Credit or Loans Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
552311,Bookmaker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
552312,Insurance Consultant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
552313,Money Market Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
552314,Statistical Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
591112,Production Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
591113,Purchasing Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
591115,Stock Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
591116,Warehouse Administrator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
591117,Order Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
591211,Despatching and Receiving Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
591212,Import-Export Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599111,Conveyancer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
599112,Legal Executive,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
599211,Clerk of Court,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
599212,Court Bailiff or Sheriff,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
599213,Court Orderly,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
599214,Law Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
599215,Trust Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
599311,Debt Collector,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599411,Human Resource Clerk,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599511,Customs Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599512,Immigration Officer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599513,Motor Vehicle Licence Examiner,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599514,"Invasive Pest, Weed and Disease Inspector",No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599515,Social Security Assessor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599516,Taxation Inspector,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599517,Train Examiner,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599518,Transport Operations Inspector,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599521,Water Inspector,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599599,Inspectors and Regulatory Officers nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599611,Insurance Investigator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
599612,Insurance Loss Adjuster,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
599613,Insurance Risk Surveyor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
599711,Library Assistant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599912,"Production Assistant (Film, Television, Radio or Stage)",No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599913,Proof Reader,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599914,Radio Despatcher,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599915,Clinical Coder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3
599916,Facilities Administrator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
599999,Clerical and Administrative Workers nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
611111,Auctioneer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
611112,Stock and Station Agent,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
611211,Insurance Agent,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
611311,Sales Representative (Building and Plumbing Supplies),No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
611312,Sales Representative (Business Services),No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
611313,Sales Representative (Motor Vehicle Parts and Accessories),No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
611314,Sales Representative (Personal and Household Goods),No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
611399,Sales Representatives nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
612111,Business Broker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
612112,Property Manager,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,Shortage,No shortage,3
612113,Real Estate Agency Principal / Real Estate Agency Licensee,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,2
612114,Real Estate Agent,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
612115,Real Estate Representative,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
621311,Motor Vehicle or Caravan Salesperson,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
621312,Motor Vehicle Parts Interpreter / Automotive Parts Salesperson,No shortage,No shortage,No shortage,Shortage,No shortage,No shortage,Shortage,Shortage,Shortage,4
621411,Pharmacy Sales Assistant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
621511,Retail Supervisor,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
639211,Retail Buyer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
639212,Wool Buyer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,3
639511,Visual Merchandiser,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
639911,Other Sales Support Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711111,Clay Products Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711112,Concrete Products Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711113,Glass Production Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711114,Stone Processing Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec",No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711211,Industrial Spraypainter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
711311,Paper Products Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711313,Sawmilling Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,Shortage,4
711314,Other Wood Processing Machine Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
711411,Photographic Developer and Printer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711511,Plastic Cablemaking Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711512,Plastic Compounding and Reclamation Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711513,Plastics Fabricator or Welder,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711514,Plastics Production Machine Operator (General),No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711515,Reinforced Plastic and Composite Production Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,No shortage,4
711516,Rubber Production Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711599,Plastics and Rubber Production Machine Operators nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711611,Sewing Machinist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711711,Footwear Production Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711712,Hide and Skin Processing Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711713,Knitting Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711714,Textile Dyeing and Finishing Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711715,Weaving Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711716,Yarn Carding and Spinning Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711799,Textile and Footwear Production Machine Operators nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711911,Chemical Production Machine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711912,Motion Picture Projectionist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711913,Sand Blaster,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711914,Sterilisation Technician,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
711999,Machine Operators nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712111,"Crane, Hoist or Lift Operator",Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
712211,Driller,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
712212,Miner,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,No shortage,No shortage,4
712213,Shot Firer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712311,Engineering Production Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712911,Boiler or Engine Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712912,Bulk Materials Handling Plant Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712913,Cement Production Plant Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712914,Concrete Batching Plant Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712915,Concrete Pump Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712916,Paper and Pulp Mill Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712917,Railway Signal Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712918,Train Controller,No shortage,Shortage,No shortage,No shortage,No shortage,Shortage,No shortage,No shortage,No shortage,4
712921,Waste Water or Water Plant Operator,No shortage,Shortage,Shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712922,Weighbridge Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
712999,Stationary Plant Operators nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
721111,Agricultural and Horticultural Mobile Plant Operator,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Shortage,4
721112,Logging Plant Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
721211,Earthmoving Plant Operator (General),Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Shortage,4
721212,Backhoe Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
721213,Bulldozer Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,4
721214,Excavator Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
721215,Grader Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
721216,Loader Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
721311,Forklift Driver,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
721911,Aircraft Baggage Handler and Airline Ground Crew,No shortage,No shortage,No shortage,No shortage,No shortage,Shortage,No shortage,Shortage,No shortage,4
721912,Linemarker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
721913,Paving Plant Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
721914,Railway Track Plant Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,No shortage,4
721915,Road Roller Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,4
721916,Streetsweeper Operator,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
721999,Mobile Plant Operators nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
731111,Chauffeur,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
731112,Taxi Driver,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
731199,Automobile Drivers nec,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
731211,Bus Driver,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
731212,Charter and Tour Bus Driver,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
731213,Passenger Coach Driver,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
731311,Train Driver,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Regional shortage,Shortage,4
731312,Tram Driver,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
732111,Delivery Driver,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
733111,Truck Driver (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
733112,Aircraft Refueller,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
733113,Furniture Removalist,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
733114,Tanker Driver,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
733115,Tow Truck Driver,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
741111,Storeperson,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
811611,Carpet Cleaner,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
821311,Fencer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
821411,Building Insulation Installer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
821412,Home Improvement Installer,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
821611,Railway Track Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
821711,Construction Rigger,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
821712,Scaffolder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
821713,Steel Fixer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
821714,Structural Steel Erector,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No shortage,Shortage,Shortage,4
821911,Crane Chaser,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
831211,Meat Boner and Slicer,No shortage,Shortage,No shortage,No shortage,No shortage,Shortage,No shortage,No shortage,No shortage,4
831212,Slaughterer,No shortage,Shortage,No shortage,No shortage,No shortage,Shortage,No shortage,No shortage,No shortage,4
839311,Product Examiner,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
839312,Product Grader,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
839313,Product Tester,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842211,Cotton Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842214,"Grain, Oilseed, Pulse and Pasture Farm Worker",No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842217,Sugar Cane Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842222,Vineyard Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842311,Beef Cattle Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842312,Cattle and Sheep Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842313,Dairy Cattle Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842314,Livestock Husbandry Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842315,Piggery Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842316,Poultry Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
842317,Sheep Farm Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
843111,Forestry Worker,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
843112,Logging Assistant,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
843113,Tree Faller,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
843411,Pest Control Technician,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,No shortage,4
899211,Deck Hand,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
